transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method
T000246,U04333,2025-04-21,Serviços Públicos,Luz,Luz,101.18,1.53,0.0,0.0,Pix
T000247,U01573,2025-06-02,Roupas,Renner,Nogueira,96.22,0.76,0.0,0.0,Cartão de Crédito
T000248,U00459,2025-05-16,Farmácia,Panvel,Pires,5.0,0.06,0.25,6.0,Cartão de Débito
T000249,U02290,2025-04-10,Serviços Públicos,Gás,Gás,115.64,0.86,0.0,0.0,Cartão de Débito
T000250,U01643,2025-06-04,Streaming,Netflix,Netflix,35.92,0.41,0.0,0.0,Boleto
T000251,U02305,2025-05-06,Farmácia,Panvel,da Rocha,89.73,0.97,0.0,0.0,Pix
T000252,U01717,2025-05-15,Supermercado,Extra,Ribeiro Duarte S.A.,322.8,1.73,0.0,0.0,Cartão de Crédito
T000253,U02333,2025-04-25,Streaming,Netflix,Netflix,33.66,0.62,0.0,0.0,Cartão de Débito
T000254,U04696,2025-05-01,Serviços Públicos,Luz,Luz,133.84,2.07,3.14,128.0,Pix
T000255,U00865,2025-05-09,Farmácia,Pague Menos,da Rosa - ME,88.89,1.53,0.0,0.0,Cartão de Crédito
T000256,U03399,2025-04-06,Telefonia,Vivo,Vivo,31.9,0.36,1.09,60.0,Boleto
T000257,U00528,2025-04-15,Eletrônicos,Americanas,Leão Barros S/A,955.47,14.2,0.0,0.0,Cartão de Débito
T000258,U02894,2025-04-01,Telefonia,Vivo,Vivo,52.84,0.65,0.94,91.0,Cartão de Crédito
T000259,U00993,2025-05-20,Telefonia,TIM,TIM,60.38,0.9,0.0,0.0,Pix
T000260,U02469,2025-06-14,Streaming,Disney+,Disney+,51.2,0.94,0.0,0.0,Boleto
T000261,U01593,2025-04-16,Roupas,C&A,Cassiano,187.39,2.83,1.88,127.0,Cartão de Crédito
T000262,U02988,2025-04-25,Streaming,Netflix,Netflix,42.95,0.29,0.0,0.0,Cartão de Crédito
T000263,U01160,2025-04-27,Serviços Públicos,Água,Água,154.54,1.55,3.48,118.0,Cartão de Crédito
T000264,U03232,2025-05-23,Serviços Públicos,Luz,Luz,117.65,1.49,0.0,0.0,Boleto
T000265,U02441,2025-05-28,Telefonia,Vivo,Vivo,84.88,0.45,0.0,0.0,Boleto
T000266,U04649,2025-04-10,Telefonia,TIM,TIM,52.32,0.38,2.22,85.0,Cartão de Crédito
T000267,U03852,2025-04-14,Supermercado,Pão de Açúcar,Rocha Porto S/A,210.93,1.9300000000000002,0.0,0.0,Cartão de Débito
T000268,U00266,2025-04-26,Restaurantes,iFood,Pastor,124.03,2.41,1.51,236.0,Pix
T000269,U02788,2025-06-19,Serviços Públicos,Gás,Gás,150.47,2.09,0.0,0.0,Cartão de Crédito
T000270,U04723,2025-05-09,Farmácia,Pague Menos,Peixoto Ltda.,82.54,0.83,2.41,43.0,Cartão de Crédito
T000271,U01077,2025-06-16,Farmácia,Pague Menos,Barros S.A.,97.63,0.57,0.0,0.0,Cartão de Crédito
T000272,U03368,2025-05-27,Restaurantes,Rappi,Abreu,123.97,2.4,2.93,224.0,Cartão de Crédito
T000273,U03541,2025-04-07,Telefonia,TIM,TIM,84.2,0.44,0.0,0.0,Boleto
T000274,U03660,2025-06-14,Streaming,HBO Max,HBO Max,33.97,0.48,0.87,53.0,Cartão de Crédito
T000275,U02759,2025-05-23,Restaurantes,Rappi,Campos S/A,37.97,0.2,1.6,70.0,Cartão de Crédito
T000276,U04234,2025-06-22,Telefonia,Claro,Claro,57.81,0.29,0.0,0.0,Pix
T000277,U03436,2025-06-21,Eletrônicos,Casas Bahia,Viana Ltda.,966.19,8.3,0.0,0.0,Pix
T000278,U01426,2025-06-14,Serviços Públicos,Luz,Luz,97.17,1.3,0.0,0.0,Boleto
T000279,U04643,2025-04-28,Serviços Públicos,Luz,Luz,80.6,0.9,3.16,56.0,Boleto
T000280,U00717,2025-06-24,Restaurantes,Outback,da Luz,92.53,1.03,1.43,73.0,Cartão de Débito
T000281,U04688,2025-05-27,Telefonia,Vivo,Vivo,81.6,1.3599999999999999,0.0,0.0,Boleto
T000282,U02416,2025-04-07,Supermercado,Carrefour,Rezende,134.03,1.31,0.0,0.0,Boleto
T000283,U04259,2025-04-13,Supermercado,Pão de Açúcar,Pacheco Costela S.A.,387.99,3.51,0.0,0.0,Boleto
T000284,U02753,2025-06-24,Serviços Públicos,Luz,Luz,112.64,0.57,4.19,76.0,Pix
T000285,U02397,2025-04-03,Supermercado,Carrefour,Viana S.A.,249.78,2.23,7.59,344.0,Cartão de Débito
T000286,U03791,2025-04-20,Restaurantes,Outback,da Rocha Sá S.A.,115.41,2.22,3.94,67.0,Pix
T000287,U04351,2025-06-06,Restaurantes,Rappi,Teixeira Barros - EI,82.66,0.44,3.85,84.0,Cartão de Crédito
T000288,U00297,2025-04-11,Eletrônicos,Casas Bahia,Araújo,527.57,8.91,0.0,0.0,Cartão de Crédito
T000289,U00661,2025-06-01,Supermercado,Extra,da Costa S.A.,132.02,2.02,6.19,178.0,Boleto
T000290,U04020,2025-05-06,Restaurantes,Outback,Moreira,177.29,2.5300000000000002,0.0,0.0,Cartão de Crédito
T000291,U02839,2025-06-11,Serviços Públicos,Água,Água,167.84,2.46,2.41,283.0,Cartão de Débito
T000292,U00082,2025-05-24,Restaurantes,McDonald’s,Fernandes,141.59,1.71,0.0,0.0,Cartão de Débito
T000293,U00761,2025-05-05,Serviços Públicos,Luz,Luz,167.77,3.0,4.59,183.0,Cartão de Crédito
T000294,U03045,2025-04-21,Restaurantes,iFood,Teixeira,52.64,0.7,0.0,0.0,Cartão de Débito
T000295,U00783,2025-06-15,Telefonia,Vivo,Vivo,66.86,1.19,1.31,70.0,Boleto
T000296,U01245,2025-06-11,Serviços Públicos,Luz,Luz,100.41,1.94,0.0,0.0,Cartão de Débito
T000297,U04409,2025-04-23,Telefonia,Claro,Claro,83.52,1.08,2.94,56.0,Cartão de Crédito
T000298,U04420,2025-06-21,Streaming,Disney+,Disney+,38.69,0.75,0.0,0.0,Cartão de Débito
T000299,U01661,2025-06-04,Telefonia,Vivo,Vivo,82.14,0.54,0.0,0.0,Boleto
T000300,U02740,2025-06-01,Serviços Públicos,Água,Água,63.84,1.26,0.0,0.0,Boleto
T000301,U04378,2025-06-14,Restaurantes,McDonald’s,Jesus,136.79,1.43,0.0,0.0,Cartão de Crédito
T000302,U01330,2025-06-26,Farmácia,Pague Menos,Fernandes Correia - EI,104.68,1.12,0.0,0.0,Cartão de Débito
T000303,U02001,2025-03-31,Restaurantes,iFood,Montenegro,114.91,1.11,4.52,207.0,Cartão de Débito
T000304,U00546,2025-04-06,Eletrônicos,Magazine Luiza,Pinto,170.0,2.0,0.0,0.0,Cartão de Crédito
T000305,U02304,2025-04-18,Roupas,Renner,Albuquerque Oliveira e Filhos,220.91,2.21,0.0,0.0,Cartão de Crédito
T000306,U00485,2025-06-19,Serviços Públicos,Gás,Gás,145.24,1.44,4.34,176.0,Boleto
T000307,U02224,2025-04-07,Eletrônicos,Americanas,Siqueira,620.51,7.03,6.86,622.0,Cartão de Crédito
T000308,U03719,2025-05-21,Restaurantes,McDonald’s,Oliveira,110.11,0.86,0.0,0.0,Boleto
T000309,U02728,2025-06-06,Roupas,C&A,Monteiro,178.52,3.5300000000000002,0.0,0.0,Cartão de Débito
T000310,U04242,2025-06-01,Serviços Públicos,Água,Água,98.77,1.54,0.0,0.0,Boleto
T000311,U01383,2025-04-23,Eletrônicos,Casas Bahia,Sousa Barbosa Ltda.,452.22,6.39,0.0,0.0,Boleto
T000312,U02512,2025-04-02,Eletrônicos,Casas Bahia,Abreu S.A.,676.12,3.9,28.74,472.0,Boleto
T000313,U00592,2025-05-03,Roupas,Renner,Moreira,166.15,1.8199999999999998,0.0,0.0,Pix
T000314,U01266,2025-04-22,Roupas,C&A,da Costa Sales - ME,153.51,1.3599999999999999,0.0,0.0,Boleto
T000315,U01388,2025-06-05,Serviços Públicos,Água,Água,147.27,2.02,0.0,0.0,Pix
T000316,U00669,2025-06-16,Serviços Públicos,Luz,Luz,83.45,0.6,0.0,0.0,Cartão de Débito
T000317,U00608,2025-05-10,Telefonia,TIM,TIM,54.01,0.86,0.0,0.0,Pix
T000318,U03390,2025-06-08,Serviços Públicos,Luz,Luz,142.5,2.07,0.0,0.0,Cartão de Crédito
T000319,U01481,2025-05-10,Eletrônicos,Magazine Luiza,Souza Garcia S.A.,1254.27,24.21,28.04,1777.0,Pix
T000320,U01414,2025-05-15,Telefonia,Oi,Oi,56.78,0.29,2.68,107.0,Cartão de Crédito
T000321,U02395,2025-05-12,Supermercado,Pão de Açúcar,da Conceição,145.02,1.13,0.0,0.0,Boleto
T000322,U03349,2025-04-18,Streaming,Disney+,Disney+,45.65,0.89,0.0,0.0,Pix
T000323,U03000,2025-05-24,Eletrônicos,Casas Bahia,Castro Carvalho Ltda.,782.61,5.18,0.0,0.0,Boleto
T000324,U00969,2025-06-20,Serviços Públicos,Luz,Luz,177.37,2.45,0.0,0.0,Cartão de Débito
T000325,U02795,2025-04-21,Supermercado,Carrefour,Dias,181.27,2.71,0.0,0.0,Cartão de Crédito
T000326,U04277,2025-05-10,Streaming,HBO Max,HBO Max,31.66,0.24,0.67,63.0,Cartão de Débito
T000327,U03371,2025-06-18,Farmácia,Pague Menos,Brito,53.34,0.9,0.0,0.0,Pix
T000328,U00723,2025-04-24,Supermercado,Extra,Cavalcanti,29.92,0.54,0.0,0.0,Cartão de Débito
T000329,U04495,2025-04-25,Serviços Públicos,Luz,Luz,61.55,1.21,0.0,0.0,Cartão de Crédito
T000330,U04367,2025-04-19,Roupas,Renner,Ramos S.A.,216.93,2.61,9.93,285.0,Cartão de Crédito
T000331,U04078,2025-05-03,Serviços Públicos,Gás,Gás,160.46,2.13,0.0,0.0,Boleto
T000332,U00293,2025-04-13,Restaurantes,McDonald’s,Costela - ME,51.34,0.63,0.0,0.0,Cartão de Débito
T000333,U03850,2025-05-02,Farmácia,Pague Menos,Câmara,159.68,1.4,0.0,0.0,Boleto
T000334,U00026,2025-06-20,Telefonia,TIM,TIM,59.82,0.31,0.0,0.0,Pix
T000335,U02992,2025-05-05,Roupas,C&A,Pimenta,71.92,0.37,0.0,0.0,Cartão de Crédito
T000336,U03651,2025-05-27,Eletrônicos,Americanas,Vieira Freitas Ltda.,274.95,4.0,0.0,0.0,Cartão de Débito
T000337,U01274,2025-04-07,Restaurantes,iFood,Leão,146.96,2.81,0.0,0.0,Pix
T000338,U02169,2025-05-26,Streaming,HBO Max,HBO Max,38.14,0.26,0.0,0.0,Pix
T000339,U00988,2025-06-15,Serviços Públicos,Gás,Gás,174.53,1.3900000000000001,0.0,0.0,Boleto
T000340,U04571,2025-04-18,Serviços Públicos,Água,Água,104.03,0.72,1.75,91.0,Pix
T000341,U01595,2025-05-28,Roupas,C&A,Dias Ltda.,125.6,1.87,0.0,0.0,Boleto
T000342,U02839,2025-05-23,Farmácia,Pague Menos,Vargas Oliveira Ltda.,60.15,0.76,1.75,98.0,Boleto
T000343,U03846,2025-05-07,Telefonia,Claro,Claro,67.21,1.0,0.0,0.0,Cartão de Crédito
T000344,U02927,2025-05-20,Supermercado,Extra,Fonseca - EI,270.25,2.74,0.0,0.0,Pix
T000345,U03238,2025-04-08,Eletrônicos,Magazine Luiza,Pinto e Filhos,471.07,8.55,18.51,894.0,Cartão de Débito
T000346,U04350,2025-05-23,Streaming,Amazon Prime,Amazon Prime,34.71,0.62,0.0,0.0,Cartão de Débito
T000347,U04622,2025-05-30,Farmácia,Panvel,Abreu,42.49,0.72,0.0,0.0,Pix
T000348,U04430,2025-05-21,Streaming,Netflix,Netflix,32.5,0.21,1.41,64.0,Boleto
T000349,U00884,2025-04-06,Streaming,Disney+,Disney+,38.93,0.57,0.0,0.0,Cartão de Crédito
T000350,U00282,2025-05-15,Telefonia,Claro,Claro,63.46,0.94,0.0,0.0,Pix
T000351,U00762,2025-05-27,Eletrônicos,Casas Bahia,Costela,390.81,7.19,8.81,466.0,Boleto
T000352,U00483,2025-03-30,Roupas,C&A,Correia,166.6,1.26,0.0,0.0,Cartão de Débito
T000353,U02341,2025-04-04,Farmácia,Pague Menos,Cavalcante,85.72,1.1400000000000001,0.0,0.0,Cartão de Crédito
T000354,U03750,2025-04-14,Roupas,Zara,Martins Machado - ME,118.45,1.81,2.43,194.0,Boleto
T000355,U01610,2025-04-06,Serviços Públicos,Gás,Gás,133.72,1.26,0.0,0.0,Cartão de Crédito
T000356,U00785,2025-04-10,Restaurantes,iFood,Aparecida Lopes - EI,83.58,0.57,0.0,0.0,Boleto
T000357,U03217,2025-06-14,Streaming,Disney+,Disney+,28.71,0.19,0.0,0.0,Cartão de Crédito
T000358,U01202,2025-05-26,Supermercado,Carrefour,Freitas Cavalcante - ME,158.31,3.13,4.3,180.0,Boleto
T000359,U00172,2025-04-15,Streaming,Disney+,Disney+,50.47,0.79,1.6800000000000002,96.0,Boleto
T000360,U00704,2025-05-03,Eletrônicos,Americanas,Mendonça - EI,306.37,4.57,0.0,0.0,Cartão de Débito
T000361,U01292,2025-06-08,Eletrônicos,Americanas,da Cruz Oliveira Ltda.,343.65,3.7800000000000002,0.0,0.0,Boleto
T000362,U00755,2025-06-14,Farmácia,Pague Menos,Mendonça,83.4,0.61,1.46,85.0,Boleto
T000363,U00401,2025-06-25,Farmácia,Drogasil,Fogaça - ME,55.29,0.74,0.0,0.0,Pix
T000364,U03692,2025-04-29,Eletrônicos,Casas Bahia,Pinto,1175.87,17.86,39.36,1991.0,Pix
T000365,U01266,2025-06-06,Restaurantes,iFood,Moura,100.68,1.76,0.0,0.0,Cartão de Débito
T000366,U02210,2025-05-22,Telefonia,Oi,Oi,59.77,0.63,0.0,0.0,Cartão de Crédito
T000367,U03179,2025-05-08,Restaurantes,iFood,Sampaio,211.58,2.93,0.0,0.0,Cartão de Crédito
T000368,U04016,2025-04-29,Serviços Públicos,Luz,Luz,141.56,2.8,0.0,0.0,Boleto
T000369,U04031,2025-04-19,Supermercado,Pão de Açúcar,da Luz S.A.,264.89,4.47,0.0,0.0,Cartão de Crédito
T000370,U00522,2025-04-11,Streaming,Netflix,Netflix,34.26,0.63,0.0,0.0,Boleto
T000371,U02059,2025-06-21,Roupas,Zara,Borges,148.66,2.2800000000000002,5.62,230.0,Cartão de Débito
T000372,U02453,2025-04-18,Serviços Públicos,Luz,Luz,113.77,1.13,1.9100000000000001,189.0,Cartão de Débito
T000373,U02420,2025-04-03,Eletrônicos,Magazine Luiza,Aparecida Novais e Filhos,382.43,3.57,11.81,571.0,Pix
T000374,U00846,2025-04-19,Farmácia,Drogasil,Siqueira,97.43,1.17,0.0,0.0,Cartão de Débito
T000375,U01198,2025-03-29,Streaming,Netflix,Netflix,44.68,0.27,1.8199999999999998,55.0,Cartão de Débito
T000376,U00529,2025-04-24,Eletrônicos,Americanas,Vasconcelos Gonçalves S/A,1048.54,20.15,20.97,1493.0,Boleto
T000377,U01029,2025-06-25,Telefonia,TIM,TIM,69.95,0.76,2.4699999999999998,137.0,Cartão de Débito
T000378,U02475,2025-06-04,Supermercado,Pão de Açúcar,Moura Ltda.,134.16,1.49,0.0,0.0,Boleto
T000379,U03639,2025-04-06,Streaming,Amazon Prime,Amazon Prime,48.07,0.28,2.02,82.0,Cartão de Crédito
T000380,U04192,2025-04-27,Supermercado,Extra,da Cunha Ltda.,176.32,3.2,0.0,0.0,Pix
T000381,U01778,2025-05-09,Farmácia,Pague Menos,Nascimento Carvalho - ME,100.55,1.12,3.16,80.0,Cartão de Débito
T000382,U01484,2025-04-24,Streaming,HBO Max,HBO Max,32.75,0.62,0.0,0.0,Pix
T000383,U01568,2025-04-29,Streaming,Netflix,Netflix,38.88,0.37,1.52,32.0,Cartão de Débito
T000384,U01974,2025-04-06,Roupas,C&A,Azevedo Ltda.,220.89,3.18,3.88,395.0,Boleto
T000385,U03093,2025-05-20,Serviços Públicos,Luz,Luz,49.82,0.87,1.94,33.0,Cartão de Crédito
T000386,U03575,2025-04-13,Supermercado,Carrefour,Carvalho - EI,182.16,0.93,0.0,0.0,Cartão de Débito
T000387,U03415,2025-05-31,Eletrônicos,Magazine Luiza,Cavalcante,1159.99,9.45,33.16,1651.0,Pix
T000388,U00594,2025-04-16,Roupas,C&A,da Mata - EI,197.29,2.56,7.48,283.0,Pix
T000389,U03668,2025-04-07,Telefonia,Vivo,Vivo,86.77,1.03,0.0,0.0,Boleto
T000390,U02050,2025-05-13,Farmácia,Drogasil,Camargo Barros Ltda.,161.07,1.6400000000000001,4.63,161.0,Pix
T000391,U03287,2025-05-28,Telefonia,Claro,Claro,78.97,1.33,0.0,0.0,Boleto
T000392,U01544,2025-06-09,Streaming,Disney+,Disney+,38.88,0.4,0.0,0.0,Pix
T000393,U03281,2025-04-02,Roupas,C&A,da Luz,192.99,2.26,7.54,301.0,Pix
T000394,U03438,2025-04-26,Roupas,C&A,Silva,122.38,1.47,0.0,0.0,Pix
T000395,U03099,2025-06-15,Streaming,Amazon Prime,Amazon Prime,37.11,0.6,0.86,51.0,Cartão de Débito
T000396,U01361,2025-04-06,Streaming,HBO Max,HBO Max,37.43,0.46,0.0,0.0,Cartão de Débito
T000397,U00962,2025-06-13,Supermercado,Extra,Mendonça,349.5,3.05,10.76,469.0,Cartão de Débito
T000398,U02812,2025-05-01,Eletrônicos,Casas Bahia,Oliveira,1081.04,11.77,0.0,0.0,Cartão de Débito
T000399,U00595,2025-04-23,Telefonia,Claro,Claro,32.57,0.43,0.0,0.0,Cartão de Débito
T000400,U00974,2025-04-17,Eletrônicos,Americanas,Cardoso e Filhos,295.6,3.26,5.32,372.0,Boleto
T000401,U03995,2025-05-25,Farmácia,Pague Menos,Barbosa,63.14,0.79,1.32,47.0,Pix
T000402,U03598,2025-05-18,Farmácia,Drogasil,Rezende,106.26,1.26,4.64,103.0,Cartão de Crédito
T000403,U03974,2025-06-07,Serviços Públicos,Gás,Gás,160.57,2.65,3.34,138.0,Cartão de Crédito
T000404,U03601,2025-04-30,Restaurantes,iFood,Sousa,74.73,0.85,0.0,0.0,Pix
T000405,U01422,2025-06-13,Farmácia,Panvel,Pinto,83.53,1.03,0.0,0.0,Boleto
T000406,U04097,2025-04-27,Farmácia,Panvel,Pereira,9.5,0.05,0.35,5.0,Boleto
T000407,U01563,2025-05-23,Restaurantes,Rappi,Borges,120.98,1.47,0.0,0.0,Cartão de Crédito
T000408,U03188,2025-04-25,Serviços Públicos,Água,Água,153.55,1.04,0.0,0.0,Pix
T000409,U00174,2025-04-26,Supermercado,Carrefour,da Rosa,170.38,3.34,5.62,305.0,Cartão de Débito
T000410,U02197,2025-06-07,Roupas,C&A,Melo Sousa - EI,152.25,0.77,0.0,0.0,Boleto
T000411,U03405,2025-05-06,Serviços Públicos,Água,Água,138.08,1.8599999999999999,6.55,80.0,Boleto
T000412,U02189,2025-05-17,Telefonia,TIM,TIM,67.54,1.03,0.0,0.0,Cartão de Crédito
T000413,U01199,2025-06-14,Roupas,Zara,Rodrigues Rios e Filhos,194.23,1.02,7.8,234.0,Cartão de Débito
T000414,U04174,2025-05-01,Roupas,Renner,Pinto Siqueira Ltda.,125.79,1.72,0.0,0.0,Cartão de Crédito
T000415,U03492,2025-03-29,Supermercado,Pão de Açúcar,da Luz,101.75,0.9,2.12,128.0,Cartão de Débito
T000416,U00249,2025-05-11,Telefonia,TIM,TIM,50.36,0.7,0.0,0.0,Cartão de Débito
T000417,U01866,2025-05-02,Telefonia,Oi,Oi,54.69,0.67,0.0,0.0,Pix
T000418,U00471,2025-04-15,Serviços Públicos,Gás,Gás,126.67,1.53,0.0,0.0,Boleto
T000419,U00920,2025-05-27,Streaming,Amazon Prime,Amazon Prime,27.12,0.45,0.0,0.0,Cartão de Crédito
T000420,U03374,2025-05-02,Serviços Públicos,Água,Água,109.01,0.55,0.0,0.0,Boleto
T000421,U01794,2025-04-20,Streaming,Amazon Prime,Amazon Prime,38.8,0.55,0.39,63.0,Boleto
T000422,U01657,2025-05-31,Restaurantes,iFood,Sales,176.61,1.72,2.03,242.0,Boleto
T000423,U01677,2025-05-23,Restaurantes,Rappi,Ferreira,193.43,1.72,0.0,0.0,Boleto
T000424,U02457,2025-04-13,Serviços Públicos,Gás,Gás,94.78,1.0,0.0,0.0,Cartão de Débito
T000425,U01121,2025-04-07,Eletrônicos,Casas Bahia,Andrade Pires e Filhos,195.44,2.39,6.19,295.0,Cartão de Débito
T000426,U00558,2025-04-26,Streaming,Netflix,Netflix,30.43,0.53,0.0,0.0,Cartão de Débito
T000427,U02104,2025-05-18,Supermercado,Extra,Abreu S/A,183.67,1.1,3.95,343.0,Cartão de Crédito
T000428,U00909,2025-04-16,Farmácia,Pague Menos,Câmara - ME,47.28,0.42,1.29,32.0,Pix
T000429,U04061,2025-06-19,Eletrônicos,Casas Bahia,Macedo,257.42,3.27,4.47,153.0,Cartão de Débito
T000430,U04683,2025-05-25,Restaurantes,Rappi,Nunes,99.11,1.8,1.53,143.0,Boleto
T000431,U00065,2025-04-09,Supermercado,Carrefour,Moraes,234.92,1.78,5.37,173.0,Cartão de Crédito
T000432,U02632,2025-06-06,Serviços Públicos,Gás,Gás,167.53,1.26,0.0,0.0,Pix
T000433,U00106,2025-06-18,Serviços Públicos,Luz,Luz,157.9,2.83,0.0,0.0,Cartão de Débito
T000434,U02492,2025-03-31,Farmácia,Panvel,Camargo - EI,129.49,2.1,5.64,245.0,Cartão de Crédito
T000435,U03864,2025-05-08,Farmácia,Pague Menos,Correia,58.57,0.74,0.0,0.0,Pix
T000436,U03308,2025-04-06,Eletrônicos,Magazine Luiza,Abreu,1296.98,22.64,35.3,1445.0,Pix
T000437,U02743,2025-05-19,Supermercado,Pão de Açúcar,Nogueira,233.9,2.87,0.0,0.0,Boleto
T000438,U01425,2025-06-08,Supermercado,Carrefour,Vasconcelos,286.05,2.71,0.0,0.0,Boleto
T000439,U01576,2025-04-20,Serviços Públicos,Água,Água,105.3,2.06,4.48,100.0,Boleto
T000440,U01685,2025-05-28,Telefonia,Vivo,Vivo,51.62,0.36,0.0,0.0,Cartão de Débito
T000441,U00569,2025-05-13,Restaurantes,iFood,Pimenta,116.01,2.01,0.0,0.0,Pix
T000442,U02885,2025-05-15,Telefonia,Oi,Oi,48.24,0.61,0.0,0.0,Pix
T000443,U02859,2025-04-25,Eletrônicos,Americanas,Nogueira,781.22,14.38,11.89,1533.0,Boleto
T000444,U04101,2025-04-01,Eletrônicos,Magazine Luiza,Santos,150.43,2.21,6.43,203.0,Pix
T000445,U02514,2025-05-14,Restaurantes,McDonald’s,Fonseca,49.63,0.65,1.45,80.0,Cartão de Crédito
T000446,U04596,2025-06-22,Eletrônicos,Casas Bahia,da Mata Ltda.,680.56,12.91,0.0,0.0,Cartão de Débito
T000447,U00354,2025-03-31,Restaurantes,Outback,Cassiano Novaes S/A,138.56,1.29,2.19,190.0,Cartão de Crédito
T000448,U02697,2025-05-16,Eletrônicos,Magazine Luiza,Farias,573.19,8.22,0.0,0.0,Cartão de Crédito
T000449,U00510,2025-06-09,Serviços Públicos,Água,Água,119.27,1.03,5.24,61.0,Cartão de Débito
T000450,U04650,2025-04-24,Telefonia,Claro,Claro,71.23,0.59,2.23,42.0,Cartão de Crédito
T000451,U02776,2025-06-23,Farmácia,Drogasil,Novaes,61.64,0.61,1.99,110.0,Cartão de Crédito
T000452,U00794,2025-05-20,Supermercado,Extra,Moraes Ltda.,49.28,0.56,0.67,66.0,Cartão de Crédito
T000453,U03388,2025-04-05,Serviços Públicos,Luz,Luz,142.05,1.5699999999999998,0.0,0.0,Pix
T000454,U04571,2025-05-30,Supermercado,Extra,Cirino Farias S.A.,187.51,2.71,0.0,0.0,Cartão de Débito
T000455,U00610,2025-05-28,Restaurantes,Outback,Aparecida e Filhos,116.62,0.71,0.0,0.0,Boleto
T000456,U01767,2025-03-30,Roupas,C&A,Vieira,91.22,0.74,0.0,0.0,Cartão de Crédito
T000457,U04658,2025-04-06,Eletrônicos,Casas Bahia,Peixoto,988.74,10.83,45.93,1878.0,Pix
T000458,U02126,2025-04-25,Eletrônicos,Casas Bahia,Barbosa Câmara - EI,637.03,8.49,0.0,0.0,Cartão de Crédito
T000459,U03088,2025-06-21,Farmácia,Pague Menos,Sousa e Filhos,46.5,0.56,0.0,0.0,Boleto
T000460,U00790,2025-04-12,Serviços Públicos,Luz,Luz,145.01,1.75,6.57,169.0,Cartão de Crédito
T000461,U04041,2025-04-25,Eletrônicos,Casas Bahia,Vargas Jesus S/A,239.52,2.22,0.0,0.0,Pix
T000462,U02957,2025-05-14,Eletrônicos,Casas Bahia,Albuquerque Melo S/A,666.01,4.04,26.5,466.0,Boleto
T000463,U00474,2025-06-06,Supermercado,Carrefour,Ribeiro Moura Ltda.,294.94,4.79,13.54,254.0,Cartão de Débito
T000464,U02841,2025-05-23,Serviços Públicos,Gás,Gás,122.11,1.45,4.32,127.0,Cartão de Crédito
T000465,U03964,2025-04-11,Eletrônicos,Americanas,Andrade,1071.74,6.07,0.0,0.0,Boleto
T000466,U02781,2025-05-14,Roupas,Zara,Campos,94.34,0.52,2.83,53.0,Cartão de Débito
T000467,U02920,2025-05-31,Farmácia,Drogasil,Melo Ltda.,79.98,1.2,0.0,0.0,Boleto
T000468,U03372,2025-05-04,Telefonia,Claro,Claro,68.77,1.16,2.94,47.0,Cartão de Crédito
T000469,U01130,2025-06-04,Telefonia,Claro,Claro,49.47,0.69,0.0,0.0,Cartão de Débito
T000470,U00281,2025-06-02,Serviços Públicos,Gás,Gás,157.62,0.92,0.0,0.0,Cartão de Débito
T000471,U02697,2025-04-22,Restaurantes,Rappi,Carvalho,15.49,0.3,0.0,0.0,Cartão de Débito
T000472,U00436,2025-05-21,Restaurantes,Rappi,Guerra,98.9,0.65,0.0,0.0,Cartão de Crédito
T000473,U02821,2025-04-28,Streaming,Amazon Prime,Amazon Prime,36.25,0.71,1.46,46.0,Boleto
T000474,U02106,2025-06-01,Telefonia,Oi,Oi,73.19,0.98,0.0,0.0,Boleto
T000475,U00172,2025-06-14,Serviços Públicos,Gás,Gás,83.45,1.08,2.49,58.0,Pix
T000476,U03987,2025-05-22,Restaurantes,McDonald’s,Araújo Cunha S/A,85.68,0.72,3.09,68.0,Pix
T000477,U04094,2025-05-30,Telefonia,TIM,TIM,58.37,0.66,0.0,0.0,Pix
T000478,U01469,2025-04-08,Supermercado,Extra,Pires Pimenta - EI,192.6,0.97,4.42,375.0,Pix
T000479,U02059,2025-06-09,Telefonia,TIM,TIM,70.61,0.91,0.0,0.0,Pix
T000480,U01598,2025-04-05,Roupas,C&A,Leão S/A,193.59,3.17,0.0,0.0,Boleto
T000481,U03645,2025-06-14,Telefonia,Claro,Claro,64.2,0.49,0.0,0.0,Pix
T000482,U03855,2025-06-09,Farmácia,Panvel,Gonçalves,18.67,0.34,0.0,0.0,Cartão de Débito
T000483,U02201,2025-06-09,Serviços Públicos,Água,Água,142.01,2.74,0.0,0.0,Pix
T000484,U04468,2025-05-05,Streaming,HBO Max,HBO Max,34.4,0.22,0.71,49.0,Boleto
T000485,U01772,2025-06-22,Serviços Públicos,Água,Água,128.19,1.42,1.4,89.0,Cartão de Crédito
T000486,U03282,2025-05-18,Restaurantes,McDonald’s,Carvalho Ltda.,53.76,0.85,1.94,44.0,Cartão de Crédito
T000487,U00149,2025-06-04,Eletrônicos,Casas Bahia,Andrade,1093.06,9.02,17.75,1270.0,Boleto
T000488,U04077,2025-06-17,Supermercado,Pão de Açúcar,da Rocha Freitas - ME,130.62,2.02,0.0,0.0,Cartão de Débito
T000489,U04671,2025-05-22,Supermercado,Carrefour,Albuquerque,29.72,0.36,0.0,0.0,Pix
